Key	Korean	English
VisionTool.ParameterGuide.EdgeMatching.DrawResult.Check	동일 입력의 Success와 NoMatch에서 결과 이미지 유무, 매칭 윤곽·중심·진단 유지 여부와 실행 시간을 확인하세요.	On identical Success and NoMatch inputs, check result-image availability, retained outline, center and diagnostics, and runtime.
VisionTool.ParameterGuide.EdgeMatching.AutoMPointUseRoi.Summary	명시적 Analyze candidates가 패턴 후보를 찾을 영역을 검토된 ROI로 제한합니다. 검사 Preview/Run에는 적용되지 않습니다.	Restricts explicit Analyze candidates to a reviewed ROI. It does not apply to inspection Preview or Run.
VisionTool.ParameterGuide.EdgeMatching.AutoMPointUseRoi.Impact	켜면 ROI 밖 반복 형상과 계산량을 줄일 수 있고, 끄면 전체 이미지에서 후보를 제안합니다. 변경은 기존 분석 결과를 오래된 상태로 만듭니다.	On can reduce outside repetition and analysis work; Off proposes candidates from the full image. Changing it makes prior analysis stale.
VisionTool.ParameterGuide.EdgeMatching.AutoMPointUseRoi.Risk	ROI가 너무 좁으면 지속 가능한 특징을 제외합니다. 분석이나 설정 변경만으로 템플릿 저장, Recipe 변경, Preview/Run은 일어나지 않습니다.	An ROI that is too narrow excludes durable features. Analysis or setting changes alone never save a template, alter the Recipe, or trigger Preview/Run.
VisionTool.ParameterGuide.EdgeMatching.AutoMPointUseRoi.Check	Analyze candidates 후 Suggested 후보가 ROI 안에 있고 같은 물리 특징인지 확인한 뒤 필요한 경우에만 Use this pattern을 명시적으로 누르세요.	After Analyze candidates, verify Suggested candidates lie inside the ROI and represent the same physical feature, then explicitly choose Use this pattern only if appropriate.
VisionTool.ParameterGuide.EdgeMatching.AutoMPointRoi.Summary	Auto MPoint가 고정 크기 후보 창을 배치할 소스 이미지 영역입니다. Use analysis ROI가 켜진 명시적 분석에서만 적용됩니다.	The source-image region where Auto MPoint places fixed-size candidate windows. It applies only to explicit analysis with Use analysis ROI enabled.
VisionTool.ParameterGuide.EdgeMatching.AutoMPointRoi.Impact	작게 하면 분석이 빨라지고 불필요한 반복 후보가 줄지만, 위치 변동이나 유효 특징을 잘라낼 수 있습니다.	A smaller ROI speeds analysis and removes irrelevant repeated candidates, but can crop position variation or valid features.
VisionTool.ParameterGuide.EdgeMatching.AutoMPointRoi.Risk	검사 Search ROI가 아니며 Recipe 실행 범위를 바꾸지 않습니다. 비어 있거나 이미지 밖이거나 패턴 창보다 작으면 분석이 실패할 수 있습니다.	This is not the inspection Search ROI and does not alter Recipe execution. Empty, out-of-image, or smaller-than-window regions can fail analysis.
VisionTool.ParameterGuide.EdgeMatching.AutoMPointRoi.Check	ROI 경계, 후보 창 전체 포함, 대표 이미지의 위치 변동과 Suggested 후보 드로잉을 확인하세요.	Check ROI bounds, full containment of candidate windows, representative-image position variation, and Suggested candidate drawings.
VisionTool.ParameterGuide.EdgeMatching.AutoMPointPatternWidth.Summary	Auto MPoint가 평가하는 각 후보 템플릿 창의 픽셀 폭입니다.	The pixel width of each template candidate window evaluated by Auto MPoint.
VisionTool.ParameterGuide.EdgeMatching.AutoMPointPatternWidth.Impact	넓히면 문맥과 엣지가 늘지만 배경·반복 부분·처리 시간이 늘고, 줄이면 국부 특징에 집중하지만 고유성이 약해질 수 있습니다.	Wider windows add context and edges but also background, repeated content, and runtime; narrower windows focus locally but can weaken uniqueness.
VisionTool.ParameterGuide.EdgeMatching.AutoMPointPatternWidth.Risk	검사 대상 크기를 자동 추론하지 않습니다. 적용 후 패턴 폭이 실제 대상과 검색 여유에 적합한지 대표 이미지로 검증해야 합니다.	It does not infer object size automatically. After apply, verify the width against the real target and search tolerance on representative images.
VisionTool.ParameterGuide.EdgeMatching.AutoMPointPatternWidth.Check	Suggested 창이 지속 특징은 포함하고 변하는 배경은 제외하는지, 높이·Stride와 함께 후보 수와 실행 시간을 확인하세요.	Check that Suggested windows contain durable features but exclude changing background, and review candidate count and runtime with height and stride.
VisionTool.ParameterGuide.EdgeMatching.AutoMPointPatternHeight.Summary	Auto MPoint가 평가하는 각 후보 템플릿 창의 픽셀 높이입니다.	The pixel height of each template candidate window evaluated by Auto MPoint.
VisionTool.ParameterGuide.EdgeMatching.AutoMPointPatternHeight.Impact	높이면 수직 문맥과 엣지가 늘지만 배경·처리 시간이 늘고, 낮추면 국부 특징에 집중하지만 잘리거나 반복될 수 있습니다.	Taller windows add vertical context and edges but also background and runtime; shorter windows focus locally but can clip or repeat.
VisionTool.ParameterGuide.EdgeMatching.AutoMPointPatternHeight.Risk	창 크기만으로 내구성 있는 물리 특징이 보장되지 않습니다. 조명·오염·가림 변동을 포함한 대표 이미지가 필요합니다.	Window size alone does not prove a durable physical feature. Representative images must cover lighting, contamination, and occlusion variation.
VisionTool.ParameterGuide.EdgeMatching.AutoMPointPatternHeight.Check	Suggested 창의 상하 경계, 특징 연속성, 폭·Stride와 함께 후보 중복과 대표 이미지 재현성을 확인하세요.	Check top and bottom bounds, feature continuity, candidate duplication with width and stride, and representative-image repeatability.
VisionTool.ParameterGuide.EdgeMatching.AutoMPointStride.Summary	Auto MPoint 후보 창 시작점 사이의 픽셀 격자 간격입니다.	The pixel grid interval between Auto MPoint candidate-window origins.
VisionTool.ParameterGuide.EdgeMatching.AutoMPointStride.Impact	작게 하면 더 많은 겹친 위치를 평가해 좋은 크롭을 찾을 가능성이 늘지만 느리고, 크게 하면 빠르지만 위치 사이 후보를 건너뜁니다.	Smaller values evaluate more overlapping locations and can find a better crop but take longer; larger values are faster but can skip candidates between grid points.
VisionTool.ParameterGuide.EdgeMatching.AutoMPointStride.Risk	작은 Stride의 높은 순위가 물리적 내구성을 뜻하지 않습니다. 순위는 항상 Suggested이며 Qualified가 아닙니다.	A high rank from a small stride does not imply physical durability. Rankings are always Suggested, never Qualified.
VisionTool.ParameterGuide.EdgeMatching.AutoMPointStride.Check	후보 수·중복률·분석 시간과 최종 Suggested 창 위치를 비교하고, 같은 특징이 대표 이미지에서 유지되는지 확인하세요.	Compare candidate count, overlap, analysis time, and final Suggested-window locations, then verify the same feature persists across representative images.
VisionTool.ParameterGuide.EdgeMatching.AutoMPointMaxResults.Summary	내부 게이트를 통과한 후보 중 운영자가 검토할 Suggested 행의 최대 수입니다.	The maximum number of internally accepted candidates exposed as Suggested rows for operator review.
VisionTool.ParameterGuide.EdgeMatching.AutoMPointMaxResults.Impact	늘리면 대안을 더 볼 수 있지만 검토 부담이 커집니다. 줄이면 목록은 짧아지지만 유효한 대안을 숨길 수 있습니다.	Raising exposes more alternatives but increases review load. Lowering shortens the list but can hide a useful alternative.
VisionTool.ParameterGuide.EdgeMatching.AutoMPointMaxResults.Risk	목록 첫 항목도 자동 선택하거나 자동 저장하지 않으며, 최대 개수는 합격 보장이 아닙니다.	The first row is neither auto-selected nor auto-saved, and the maximum count is not a qualification guarantee.
VisionTool.ParameterGuide.EdgeMatching.AutoMPointMaxResults.Check	모든 Suggested 드로잉의 물리 특징과 경쟁 위치를 비교한 뒤 한 후보만 명시적으로 Use this pattern으로 적용하세요.	Compare physical features and competing locations in every Suggested drawing, then explicitly apply only one candidate with Use this pattern.
VisionTool.ParameterGuide.EdgeMatching.AutoMPointFeatureQuality.Summary	정확 매칭 검사 전에 대비·엣지 분포·방향 균형으로 후보 창을 선별하는 0..1 최소 품질입니다.	The 0..1 minimum quality used to screen candidate windows by contrast, edge distribution, and directional balance before exact matching checks.
VisionTool.ParameterGuide.EdgeMatching.AutoMPointFeatureQuality.Impact	높이면 약하거나 한 방향뿐인 창을 줄이지만 실제 저대비 특징도 제외하고, 낮추면 후보와 분석 비용이 늘어납니다.	Raising removes weak or one-directional windows but can exclude real low-contrast features; lowering increases candidates and analysis cost.
VisionTool.ParameterGuide.EdgeMatching.AutoMPointFeatureQuality.Risk	품질 점수는 대상 정체성이나 대표 이미지 성공률이 아닙니다. 반복 무늬도 높은 품질을 가질 수 있습니다.	Feature quality is not target identity or representative-image success rate. Repeated patterns can also score highly.
VisionTool.ParameterGuide.EdgeMatching.AutoMPointFeatureQuality.Check	탈락 이유, Suggested 창의 대비·엣지 분포와 Min uniqueness 및 대표 이미지 결과를 함께 확인하세요.	Check reject reasons, contrast and edge distribution in Suggested windows, Min uniqueness, and representative-image results together.
VisionTool.ParameterGuide.EdgeMatching.AutoMPointUniqueness.Summary	티칭 위치 점수와 가장 강한 다른 위치 점수 사이에 요구하는 최소 차이입니다.	The minimum score margin required between the taught location and the strongest alternative location.
VisionTool.ParameterGuide.EdgeMatching.AutoMPointUniqueness.Impact	높이면 반복 위치 후보를 더 엄격히 제외하고, 낮추면 더 많은 후보가 Suggested에 남지만 위치 모호성이 커집니다.	Raising rejects repeated-location candidates more strictly; lowering leaves more Suggested candidates but increases positional ambiguity.
VisionTool.ParameterGuide.EdgeMatching.AutoMPointUniqueness.Risk	훈련-time 후보 게이트이며 런타임 Unique match margin과 다른 값입니다. 점수 차이는 물리 특징 동일성을 보장하지 않습니다.	This is a training-time candidate gate distinct from the runtime unique-match margin. A score gap does not prove physical identity.
